positions,skills
['ai researcher'],"['Dimensionality Reduction', 'Classification', 'Feature Engineering', 'Data Analysis', 'PyTorch', 'Data Cleaning', 'Predictive Modeling', 'RNN', 'Tableau', 'SQL', 'NLP', 'Machine Learning', 'Exploratory Data Analysis', 'Big Data']"
['mobile application developer'],"['Version Control', 'Performance Optimization', 'Testing', 'Retrofit', 'React Native', 'Firebase', 'Play Store Deployment', 'UI Design', 'REST APIs', 'Bug Fixing', 'App Lifecycle', 'Glide', 'XML', 'Java', 'Notifications', 'Android SDK', 'Kotlin', 'Fragments', 'MVVM']"
['project manager'],"['Team Coordination', 'User Research', 'Project Planning', 'Performance Metrics', 'Scope Management', 'Communication', 'Presentation', 'Customer Retention', 'MS Project', 'Issue Tracking', 'A/B Testing', 'Scheduling', 'Documentation', 'Risk Management', 'Budgeting', 'Time Management', 'Google Analytics']"
"['ai researcher', 'machine learning engineer']","['Big Data', 'Regression', 'Feature Engineering', 'Dimensionality Reduction', 'Visualization', 'Classification', 'SQL', 'CNN', 'Data Analysis', 'Tableau', 'TensorFlow', 'Machine Learning']"
"['mobile application developer', 'android intern']","['MVVM', 'Java', 'Play Store Deployment', 'Fragments', 'Retrofit', 'Glide', 'Android SDK', 'Kotlin', 'React Native', 'Testing', 'REST APIs']"
"['mobile application developer', 'android developer']","['Notifications', 'Glide', 'REST APIs', 'App Lifecycle', 'React Native', 'MVVM', 'Play Store Deployment', 'Java', 'Testing', 'Kotlin', 'XML', 'Performance Optimization']"
"['cloud data engineer', 'devops engineer']","['Infrastructure as Code', 'Programming', 'Testing', 'Object-Oriented Design', 'DevOps', 'Algorithms', 'Terraform', 'Microservices', 'Docker', 'Code Review', 'API Integration', 'ETL Pipelines', 'Debugging', 'Golang', 'Databases', 'Data Structures', 'Git', 'Web Development', 'Version Control', 'Deployment']"
['devops engineer'],"['API Integration', 'Terraform', 'Docker', 'Web Development', 'Databases', 'System Design', 'Data Structures', 'Debugging', 'ETL Pipelines', 'Golang', 'Infrastructure as Code', 'Code Review', 'Testing', 'Version Control', 'Programming', 'CI/CD', 'Microservices', 'Git', 'Algorithms']"
"['agile project lead', 'project manager']","['Budgeting', 'Scope Management', 'Team Coordination', 'Scheduling', 'Performance Metrics', 'Communication', 'User Research', 'Reporting', 'MS Project', 'Presentation', 'Customer Retention', 'Issue Tracking', 'Google Analytics', 'A/B Testing', 'Risk Management', 'Time Management']"
['ai researcher'],"['Big Data', 'Feature Engineering', 'Data Cleaning', 'Deep Learning', 'Regression', 'RNN', 'Tableau', 'NLP', 'Visualization', 'CNN', 'SQL', 'Data Analysis', 'TensorFlow', 'Snowflake']"
['ai researcher'],"['Big Data', 'CNN', 'Exploratory Data Analysis', 'SQL', 'TensorFlow', 'Statistics', 'Predictive Modeling', 'Data Analysis', 'Dimensionality Reduction', 'Clustering', 'NLP', 'Python', 'Deep Learning', 'Tableau', 'Visualization', 'ANN', 'RNN', 'Regression']"
"['cloud data engineer', 'devops engineer']","['Infrastructure as Code', 'API Integration', 'Databases', 'Git', 'Deployment', 'Testing', 'CI/CD', 'Microservices', 'Data Structures', 'DevOps', 'Programming', 'Algorithms', 'System Design', 'Web Development', 'Docker', 'Code Review', 'Debugging', 'ETL Pipelines', 'Object-Oriented Design']"
"['machine learning engineer', 'data scientist']","['Machine Learning', 'Feature Engineering', 'Classification', 'TensorFlow', 'Python', 'CNN', 'Snowflake', 'Data Analysis', 'Statistics', 'Deep Learning', 'PyTorch', 'Clustering', 'Dimensionality Reduction', 'Regression']"
"['cloud data engineer', 'devops engineer']","['Version Control', 'DevOps', 'CI/CD', 'Deployment', 'Debugging', 'Testing', 'System Design', 'Web Development', 'Microservices', 'Infrastructure as Code', 'API Integration', 'Object-Oriented Design']"
['assistant project manager'],"['Risk Management', 'Reporting', 'A/B Testing', 'Customer Retention', 'Communication', 'MS Project', 'Wireframing', 'Documentation', 'Presentation', 'User Research', 'Scheduling', 'Performance Metrics', 'Team Coordination', 'Budgeting', 'Google Analytics', 'Issue Tracking', 'Project Planning', 'Time Management', 'Scope Management']"
['assistant project manager'],"['Project Planning', 'Issue Tracking', 'Scope Management', 'Budgeting', 'Risk Management', 'Performance Metrics', 'Time Management', 'Team Coordination', 'User Research', 'Stakeholder Management', 'Scheduling', 'MS Project', 'Google Analytics', 'Reporting', 'Documentation', 'Customer Retention', 'Wireframing']"
['android developer'],"['REST APIs', 'XML', 'React Native', 'App Lifecycle', 'Android SDK', 'Version Control', 'Fragments', 'Notifications', 'Performance Optimization', 'Kotlin']"
['machine learning engineer'],"['Exploratory Data Analysis', 'Deep Learning', 'Snowflake', 'Data Analysis', 'RNN', 'Classification', 'Machine Learning', 'Regression', 'Big Data', 'ANN']"
"['machine learning engineer', 'ai researcher']","['Feature Engineering', 'Statistics', 'Classification', 'Regression', 'Python', 'Dimensionality Reduction', 'Big Data', 'NLP', 'SQL', 'Machine Learning', 'Tableau', 'CNN', 'Exploratory Data Analysis', 'PyTorch', 'Visualization', 'Clustering', 'ANN', 'RNN']"
['data scientist'],"['Statistics', 'Big Data', 'Visualization', 'Clustering', 'CNN', 'Snowflake', 'Feature Engineering', 'NLP', 'Tableau', 'ANN', 'Machine Learning', 'PyTorch', 'Predictive Modeling']"
['android developer'],"['App Lifecycle', 'XML', 'REST APIs', 'Performance Optimization', 'Testing', 'Java', 'Fragments', 'Play Store Deployment', 'Version Control', 'Retrofit']"
"['data scientist', 'ai researcher']","['Statistics', 'Python', 'Clustering', 'ANN', 'Exploratory Data Analysis', 'Big Data', 'Deep Learning', 'Dimensionality Reduction', 'RNN', 'PyTorch', 'Data Analysis', 'Snowflake', 'Machine Learning', 'Regression', 'Classification', 'NLP']"
"['devops engineer', 'software engineer']","['Git', 'Web Development', 'Docker', 'System Design', 'Microservices', 'Code Review', 'API Integration', 'DevOps', 'Object-Oriented Design', 'ETL Pipelines', 'Deployment', 'Golang', 'Debugging', 'Databases', 'Version Control']"
"['agile project lead', 'project manager']","['Issue Tracking', 'Customer Retention', 'Risk Management', 'Team Coordination', 'Stakeholder Management', 'Performance Metrics', 'Documentation', 'Google Analytics', 'A/B Testing', 'Reporting', 'Presentation', 'Budgeting', 'Scope Management', 'MS Project', 'Scheduling']"
"['devops engineer', 'cloud data engineer']","['Terraform', 'Object-Oriented Design', 'Programming', 'Docker', 'ETL Pipelines', 'System Design', 'Version Control', 'Deployment', 'CI/CD', 'Git', 'Databases', 'Algorithms', 'Web Development', 'Golang', 'API Integration', 'DevOps']"
['android developer'],"['React Native', 'XML', 'Performance Optimization', 'Play Store Deployment', 'Version Control', 'Kotlin', 'App Lifecycle', 'Firebase', 'Testing', 'UI Design', 'Bug Fixing', 'Notifications', 'Fragments', 'Java', 'Glide', 'MVVM', 'Retrofit', 'REST APIs']"
['data scientist'],"['Machine Learning', 'SQL', 'Feature Engineering', 'Regression', 'Dimensionality Reduction', 'ANN', 'Predictive Modeling', 'TensorFlow', 'CNN', 'Data Analysis', 'Big Data', 'Clustering', 'PyTorch', 'RNN']"
['devops engineer'],"['Debugging', 'Object-Oriented Design', 'Microservices', 'CI/CD', 'Databases', 'Deployment', 'ETL Pipelines', 'Docker', 'Programming', 'Terraform']"
['mobile application developer'],"['Play Store Deployment', 'Kotlin', 'React Native', 'Performance Optimization', 'Java', 'Bug Fixing', 'Retrofit', 'Glide', 'Testing', 'REST APIs', 'Android SDK', 'MVVM', 'Notifications', 'Firebase', 'Version Control', 'App Lifecycle', 'XML', 'Fragments']"
['software engineer'],"['Infrastructure as Code', 'DevOps', 'Web Development', 'API Integration', 'Terraform', 'Git', 'CI/CD', 'Version Control', 'Code Review', 'Deployment', 'Debugging', 'System Design', 'Microservices', 'Data Structures', 'Programming', 'Object-Oriented Design', 'Docker']"
"['machine learning engineer', 'data scientist']","['Big Data', 'RNN', 'Dimensionality Reduction', 'Statistics', 'CNN', 'Feature Engineering', 'TensorFlow', 'ANN', 'PyTorch', 'Visualization', 'Snowflake', 'Data Analysis', 'Python', 'Classification', 'Data Cleaning', 'Clustering', 'Exploratory Data Analysis', 'Tableau', 'Regression', 'SQL']"
"['assistant project manager', 'project manager']","['Scope Management', 'Risk Management', 'Project Planning', 'Time Management', 'Budgeting', 'Issue Tracking', 'User Research', 'A/B Testing', 'Reporting', 'Wireframing', 'Performance Metrics', 'Communication', 'Presentation', 'Google Analytics', 'Customer Retention', 'Documentation', 'MS Project', 'Stakeholder Management']"
"['assistant project manager', 'agile project lead']","['Stakeholder Management', 'Scheduling', 'Time Management', 'Documentation', 'Presentation', 'Issue Tracking', 'Wireframing', 'Customer Retention', 'Project Planning', 'Scope Management', 'User Research', 'Google Analytics', 'Team Coordination', 'Risk Management', 'Communication', 'MS Project', 'Reporting', 'Budgeting', 'A/B Testing', 'Performance Metrics']"
"['devops engineer', 'cloud data engineer']","['Programming', 'Debugging', 'DevOps', 'Infrastructure as Code', 'ETL Pipelines', 'Algorithms', 'Web Development', 'Git', 'Docker', 'API Integration', 'CI/CD', 'Golang', 'Object-Oriented Design', 'Terraform', 'Databases']"
['data scientist'],"['Python', 'NLP', 'Classification', 'Regression', 'ANN', 'Statistics', 'Data Analysis', 'Machine Learning', 'Tableau', 'Predictive Modeling', 'SQL', 'Clustering', 'CNN', 'Dimensionality Reduction', 'Exploratory Data Analysis']"
"['data scientist', 'machine learning engineer']","['PyTorch', 'Tableau', 'Dimensionality Reduction', 'TensorFlow', 'Big Data', 'Predictive Modeling', 'RNN', 'Data Analysis', 'Deep Learning', 'Data Cleaning', 'NLP']"
"['software engineer', 'cloud data engineer']","['Testing', 'Programming', 'API Integration', 'Algorithms', 'System Design', 'Golang', 'DevOps', 'Web Development', 'CI/CD', 'Infrastructure as Code', 'Data Structures', 'Deployment', 'Microservices', 'Docker', 'ETL Pipelines', 'Version Control', 'Terraform', 'Object-Oriented Design', 'Databases']"
['machine learning engineer'],"['Feature Engineering', 'Visualization', 'Data Analysis', 'TensorFlow', 'Predictive Modeling', 'NLP', 'Clustering', 'Snowflake', 'Classification', 'Data Cleaning', 'Machine Learning', 'Deep Learning', 'PyTorch', 'Statistics', 'Big Data', 'Python', 'RNN', 'Exploratory Data Analysis', 'Regression']"
"['machine learning engineer', 'data scientist']","['Snowflake', 'Deep Learning', 'Exploratory Data Analysis', 'Classification', 'TensorFlow', 'Predictive Modeling', 'Visualization', 'Tableau', 'RNN', 'Statistics', 'Regression', 'Big Data', 'SQL', 'Clustering', 'Feature Engineering', 'CNN', 'NLP']"
"['android intern', 'mobile application developer']","['Fragments', 'UI Design', 'MVVM', 'Testing', 'Java', 'Firebase', 'Android SDK', 'Performance Optimization', 'Bug Fixing', 'Kotlin']"
['ai researcher'],"['Visualization', 'Big Data', 'Predictive Modeling', 'Data Analysis', 'Statistics', 'TensorFlow', 'Classification', 'NLP', 'PyTorch', 'SQL', 'Exploratory Data Analysis', 'Snowflake', 'Feature Engineering']"
['mobile application developer'],"['Play Store Deployment', 'Glide', 'Fragments', 'Notifications', 'MVVM', 'Bug Fixing', 'Testing', 'XML', 'Performance Optimization', 'Java', 'UI Design', 'React Native', 'Android SDK']"
"['agile project lead', 'assistant project manager']","['Time Management', 'Risk Management', 'Reporting', 'Project Planning', 'Team Coordination', 'Presentation', 'A/B Testing', 'Stakeholder Management', 'Budgeting', 'Communication']"
['project manager'],"['Wireframing', 'Presentation', 'MS Project', 'Budgeting', 'Google Analytics', 'Project Planning', 'User Research', 'Reporting', 'Time Management', 'Customer Retention', 'Performance Metrics', 'Team Coordination', 'Stakeholder Management', 'Communication', 'Scheduling', 'Risk Management', 'Issue Tracking', 'A/B Testing']"
"['ai researcher', 'machine learning engineer']","['Python', 'Clustering', 'PyTorch', 'Predictive Modeling', 'CNN', 'Machine Learning', 'NLP', 'Data Cleaning', 'Feature Engineering', 'Visualization', 'Data Analysis', 'RNN', 'Exploratory Data Analysis', 'Tableau']"
"['ai researcher', 'data scientist']","['Clustering', 'Snowflake', 'ANN', 'Machine Learning', 'Data Analysis', 'Feature Engineering', 'PyTorch', 'Data Cleaning', 'TensorFlow', 'Dimensionality Reduction', 'CNN', 'Predictive Modeling', 'RNN', 'Regression', 'Deep Learning', 'Big Data', 'Exploratory Data Analysis', 'Visualization', 'Classification']"
['machine learning engineer'],"['Dimensionality Reduction', 'Statistics', 'Snowflake', 'TensorFlow', 'NLP', 'Data Analysis', 'Regression', 'SQL', 'Deep Learning', 'Big Data', 'Data Cleaning', 'RNN', 'Feature Engineering']"
['machine learning engineer'],"['Predictive Modeling', 'SQL', 'PyTorch', 'NLP', 'Exploratory Data Analysis', 'Regression', 'RNN', 'ANN', 'Snowflake', 'Visualization', 'Machine Learning', 'Statistics', 'Data Cleaning', 'Python', 'Tableau']"
"['assistant project manager', 'project manager']","['Scope Management', 'Project Planning', 'A/B Testing', 'Google Analytics', 'Presentation', 'Issue Tracking', 'Performance Metrics', 'Time Management', 'Scheduling', 'Budgeting', 'Wireframing', 'User Research', 'MS Project', 'Communication', 'Team Coordination', 'Reporting', 'Risk Management']"
['software engineer'],"['Terraform', 'Object-Oriented Design', 'DevOps', 'API Integration', 'Microservices', 'Golang', 'System Design', 'Testing', 'Deployment', 'Programming', 'Debugging', 'Infrastructure as Code', 'Git', 'Docker', 'CI/CD', 'Version Control', 'Databases', 'Data Structures', 'ETL Pipelines']"
['assistant project manager'],"['Risk Management', 'Issue Tracking', 'Customer Retention', 'Stakeholder Management', 'User Research', 'Presentation', 'Wireframing', 'Time Management', 'Budgeting', 'A/B Testing', 'Project Planning', 'Performance Metrics']"
"['mobile application developer', 'android developer']","['XML', 'Play Store Deployment', 'Testing', 'App Lifecycle', 'React Native', 'Retrofit', 'Performance Optimization', 'UI Design', 'Java', 'MVVM', 'Fragments', 'Firebase', 'Notifications', 'Android SDK', 'Glide', 'REST APIs', 'Bug Fixing']"
['ai researcher'],"['Regression', 'Clustering', 'ANN', 'Classification', 'Predictive Modeling', 'Deep Learning', 'NLP', 'TensorFlow', 'Dimensionality Reduction', 'Feature Engineering']"
['cloud data engineer'],"['Infrastructure as Code', 'Object-Oriented Design', 'Code Review', 'Debugging', 'Programming', 'Deployment', 'Web Development', 'Version Control', 'Golang', 'Terraform', 'Microservices', 'Data Structures', 'Docker', 'Algorithms', 'Testing', 'Databases', 'Git', 'ETL Pipelines', 'CI/CD']"
"['android intern', 'android developer']","['Bug Fixing', 'Glide', 'App Lifecycle', 'Retrofit', 'Kotlin', 'Firebase', 'REST APIs', 'Performance Optimization', 'Notifications', 'UI Design', 'XML', 'Fragments', 'React Native', 'MVVM', 'Testing']"
"['android intern', 'android developer']","['Notifications', 'Android SDK', 'Java', 'App Lifecycle', 'MVVM', 'Performance Optimization', 'Firebase', 'UI Design', 'Bug Fixing', 'Kotlin', 'REST APIs', 'Glide', 'Play Store Deployment', 'XML', 'Version Control']"
"['cloud data engineer', 'devops engineer']","['CI/CD', 'Web Development', 'Data Structures', 'Version Control', 'Docker', 'Object-Oriented Design', 'DevOps', 'API Integration', 'Golang', 'ETL Pipelines']"
"['project manager', 'assistant project manager']","['Reporting', 'Budgeting', 'Google Analytics', 'Issue Tracking', 'Scheduling', 'MS Project', 'Wireframing', 'Scope Management', 'Team Coordination', 'Customer Retention', 'Project Planning', 'Documentation', 'A/B Testing']"
"['cloud data engineer', 'devops engineer']","['Docker', 'Databases', 'Object-Oriented Design', 'CI/CD', 'Data Structures', 'Algorithms', 'DevOps', 'ETL Pipelines', 'API Integration', 'System Design', 'Version Control', 'Programming']"
"['android intern', 'mobile application developer']","['Java', 'REST APIs', 'Fragments', 'Glide', 'Version Control', 'App Lifecycle', 'Notifications', 'Retrofit', 'Kotlin', 'React Native', 'Play Store Deployment']"
"['android developer', 'mobile application developer']","['React Native', 'Android SDK', 'Version Control', 'Testing', 'UI Design', 'Java', 'XML', 'Notifications', 'Bug Fixing', 'Kotlin', 'Retrofit', 'Firebase', 'MVVM', 'REST APIs', 'Glide', 'App Lifecycle']"
"['agile project lead', 'project manager']","['Reporting', 'Risk Management', 'Scope Management', 'Budgeting', 'User Research', 'Customer Retention', 'Scheduling', 'Wireframing', 'Stakeholder Management', 'A/B Testing', 'Team Coordination']"
['assistant project manager'],"['Communication', 'User Research', 'Project Planning', 'Stakeholder Management', 'Reporting', 'Risk Management', 'MS Project', 'Scope Management', 'Google Analytics', 'Time Management', 'Issue Tracking', 'Customer Retention', 'Wireframing', 'Scheduling', 'Performance Metrics']"
"['android intern', 'android developer']","['REST APIs', 'Version Control', 'Kotlin', 'Play Store Deployment', 'Bug Fixing', 'Performance Optimization', 'Retrofit', 'Android SDK', 'MVVM', 'XML', 'Firebase', 'Java', 'UI Design', 'Glide']"
['data scientist'],"['Data Analysis', 'RNN', 'Exploratory Data Analysis', 'Big Data', 'Visualization', 'Machine Learning', 'Snowflake', 'Predictive Modeling', 'Feature Engineering', 'Clustering', 'PyTorch', 'Tableau', 'NLP', 'Regression', 'Statistics', 'CNN', 'SQL']"
['assistant project manager'],"['A/B Testing', 'Team Coordination', 'Google Analytics', 'Scope Management', 'Time Management', 'Wireframing', 'Presentation', 'Customer Retention', 'Issue Tracking', 'Budgeting', 'Risk Management', 'Project Planning', 'Reporting']"
"['machine learning engineer', 'ai researcher']","['RNN', 'Classification', 'Regression', 'Visualization', 'Data Cleaning', 'Big Data', 'Deep Learning', 'Data Analysis', 'Predictive Modeling', 'Statistics', 'Python', 'Clustering', 'Exploratory Data Analysis', 'TensorFlow', 'Machine Learning', 'Tableau']"
"['mobile application developer', 'android intern']","['Firebase', 'Glide', 'Retrofit', 'Bug Fixing', 'UI Design', 'MVVM', 'App Lifecycle', 'Testing', 'Performance Optimization', 'Kotlin', 'Java', 'XML', 'React Native']"
['software engineer'],"['Object-Oriented Design', 'API Integration', 'Code Review', 'Microservices', 'Algorithms', 'Programming', 'Docker', 'Data Structures', 'Deployment', 'Databases', 'CI/CD', 'Git', 'ETL Pipelines', 'Golang', 'Terraform', 'Debugging', 'Version Control', 'Infrastructure as Code', 'System Design', 'DevOps']"
"['android intern', 'mobile application developer']","['Testing', 'Glide', 'UI Design', 'Play Store Deployment', 'Retrofit', 'Kotlin', 'Bug Fixing', 'Performance Optimization', 'Fragments', 'App Lifecycle', 'Notifications', 'XML', 'Android SDK', 'Java', 'REST APIs']"
['android developer'],"['XML', 'Version Control', 'UI Design', 'Bug Fixing', 'Kotlin', 'Play Store Deployment', 'Performance Optimization', 'Retrofit', 'Java', 'Notifications', 'App Lifecycle', 'Firebase', 'REST APIs']"
"['software engineer', 'cloud data engineer']","['Git', 'CI/CD', 'Microservices', 'Data Structures', 'Code Review', 'Testing', 'Version Control', 'Programming', 'Algorithms', 'Databases', 'DevOps', 'Terraform', 'System Design', 'Object-Oriented Design', 'API Integration', 'Web Development', 'Debugging', 'Docker', 'ETL Pipelines', 'Infrastructure as Code']"
['agile project lead'],"['Performance Metrics', 'Communication', 'Scope Management', 'Risk Management', 'Customer Retention', 'Project Planning', 'Issue Tracking', 'User Research', 'Time Management', 'A/B Testing', 'MS Project', 'Google Analytics', 'Presentation', 'Stakeholder Management', 'Documentation', 'Scheduling', 'Team Coordination', 'Budgeting', 'Reporting', 'Wireframing']"
"['ai researcher', 'data scientist']","['Big Data', 'NLP', 'Regression', 'Dimensionality Reduction', 'RNN', 'PyTorch', 'ANN', 'Python', 'Clustering', 'Data Analysis', 'CNN', 'SQL', 'Predictive Modeling', 'Tableau', 'Exploratory Data Analysis', 'Classification']"
"['mobile application developer', 'android intern']","['XML', 'Java', 'Android SDK', 'Kotlin', 'App Lifecycle', 'REST APIs', 'Play Store Deployment', 'Performance Optimization', 'Bug Fixing', 'Fragments', 'Retrofit', 'MVVM', 'UI Design']"
"['android intern', 'android developer']","['App Lifecycle', 'Java', 'Performance Optimization', 'Bug Fixing', 'Notifications', 'Version Control', 'Kotlin', 'REST APIs', 'UI Design', 'Play Store Deployment', 'MVVM', 'XML']"
"['devops engineer', 'software engineer']","['DevOps', 'Data Structures', 'Code Review', 'Web Development', 'Databases', 'Git', 'Version Control', 'Testing', 'System Design', 'Infrastructure as Code', 'Object-Oriented Design', 'CI/CD', 'Programming', 'Deployment', 'Golang', 'Algorithms']"
['data scientist'],"['Classification', 'Snowflake', 'CNN', 'Data Analysis', 'Exploratory Data Analysis', 'Deep Learning', 'Tableau', 'TensorFlow', 'Regression', 'Python', 'Machine Learning', 'RNN', 'Feature Engineering', 'ANN', 'Data Cleaning', 'Predictive Modeling', 'SQL']"
['ai researcher'],"['Snowflake', 'Visualization', 'CNN', 'TensorFlow', 'Machine Learning', 'PyTorch', 'Predictive Modeling', 'SQL', 'Regression', 'Feature Engineering', 'Data Analysis', 'Statistics', 'ANN', 'NLP', 'Deep Learning']"
['software engineer'],"['Code Review', 'Algorithms', 'Data Structures', 'Programming', 'Web Development', 'API Integration', 'DevOps', 'Deployment', 'Terraform', 'Databases', 'Debugging', 'CI/CD']"
"['cloud data engineer', 'devops engineer']","['Testing', 'Code Review', 'Web Development', 'Microservices', 'CI/CD', 'Data Structures', 'Databases', 'Object-Oriented Design', 'Terraform', 'Algorithms', 'Deployment', 'ETL Pipelines', 'Git', 'Infrastructure as Code', 'Programming', 'Version Control', 'DevOps']"
"['machine learning engineer', 'data scientist']","['SQL', 'Predictive Modeling', 'Tableau', 'CNN', 'Deep Learning', 'TensorFlow', 'Snowflake', 'Clustering', 'Dimensionality Reduction', 'Classification', 'Data Analysis', 'ANN', 'Regression', 'Data Cleaning', 'PyTorch', 'NLP', 'Statistics']"
['devops engineer'],"['Infrastructure as Code', 'Algorithms', 'System Design', 'API Integration', 'CI/CD', 'Golang', 'ETL Pipelines', 'Debugging', 'Web Development', 'Microservices', 'Programming', 'Version Control', 'Databases', 'Code Review', 'Deployment', 'Terraform']"
['software engineer'],"['API Integration', 'Microservices', 'Code Review', 'Web Development', 'CI/CD', 'Docker', 'Infrastructure as Code', 'Programming', 'Databases', 'Debugging']"
['machine learning engineer'],"['Clustering', 'RNN', 'Regression', 'Classification', 'Python', 'Tableau', 'Snowflake', 'NLP', 'Deep Learning', 'Statistics', 'Predictive Modeling', 'Machine Learning', 'Big Data', 'Data Analysis', 'Feature Engineering', 'Exploratory Data Analysis', 'ANN', 'PyTorch', 'SQL', 'Dimensionality Reduction']"
"['agile project lead', 'project manager']","['MS Project', 'Issue Tracking', 'Reporting', 'Budgeting', 'Risk Management', 'Documentation', 'Customer Retention', 'Presentation', 'Wireframing', 'Team Coordination', 'Scheduling']"
['mobile application developer'],"['MVVM', 'Java', 'React Native', 'Glide', 'Retrofit', 'Bug Fixing', 'Testing', 'XML', 'Firebase', 'Performance Optimization', 'Play Store Deployment', 'Fragments', 'Notifications', 'Kotlin']"
['devops engineer'],"['CI/CD', 'Algorithms', 'DevOps', 'Version Control', 'Web Development', 'Golang', 'Databases', 'Microservices', 'Code Review', 'API Integration', 'Infrastructure as Code', 'ETL Pipelines', 'Data Structures', 'Programming', 'Debugging', 'Terraform', 'Git', 'Object-Oriented Design', 'Docker']"
['ai researcher'],"['Data Cleaning', 'TensorFlow', 'CNN', 'Big Data', 'NLP', 'Python', 'PyTorch', 'Statistics', 'Machine Learning', 'Dimensionality Reduction', 'SQL', 'ANN']"
['android intern'],"['REST APIs', 'Performance Optimization', 'Kotlin', 'Testing', 'MVVM', 'App Lifecycle', 'Firebase', 'Retrofit', 'Version Control', 'Glide', 'Android SDK', 'UI Design', 'Java', 'XML']"
"['software engineer', 'devops engineer']","['Microservices', 'Deployment', 'Databases', 'System Design', 'Version Control', 'Testing', 'Debugging', 'Programming', 'Docker', 'API Integration']"
['assistant project manager'],"['Customer Retention', 'Project Planning', 'Reporting', 'Scheduling', 'Presentation', 'Documentation', 'User Research', 'Google Analytics', 'Time Management', 'MS Project', 'Scope Management', 'Stakeholder Management', 'Performance Metrics', 'Team Coordination', 'Communication', 'Issue Tracking', 'Budgeting', 'Risk Management', 'Wireframing', 'A/B Testing']"
['data scientist'],"['SQL', 'Dimensionality Reduction', 'PyTorch', 'Snowflake', 'CNN', 'Exploratory Data Analysis', 'Predictive Modeling', 'Big Data', 'Deep Learning', 'Statistics', 'RNN', 'Data Cleaning', 'TensorFlow', 'ANN', 'Clustering', 'NLP', 'Data Analysis', 'Tableau', 'Machine Learning', 'Python']"
['mobile application developer'],"['Testing', 'XML', 'Kotlin', 'Glide', 'UI Design', 'Bug Fixing', 'Retrofit', 'Notifications', 'Performance Optimization', 'App Lifecycle', 'MVVM', 'Fragments', 'Java', 'React Native', 'Android SDK', 'Play Store Deployment', 'Firebase', 'REST APIs', 'Version Control']"
['agile project lead'],"['Google Analytics', 'Scope Management', 'Issue Tracking', 'Risk Management', 'Reporting', 'Time Management', 'Wireframing', 'Stakeholder Management', 'Documentation', 'User Research']"
['assistant project manager'],"['Budgeting', 'Project Planning', 'Communication', 'Issue Tracking', 'Time Management', 'Documentation', 'A/B Testing', 'Stakeholder Management', 'Reporting', 'Risk Management', 'Google Analytics', 'Presentation', 'Wireframing', 'MS Project', 'Team Coordination', 'Customer Retention', 'Scope Management', 'Scheduling']"
['software engineer'],"['Git', 'Code Review', 'Object-Oriented Design', 'System Design', 'DevOps', 'Debugging', 'Microservices', 'Deployment', 'Web Development', 'Databases', 'ETL Pipelines', 'Programming', 'Version Control', 'Data Structures']"
['machine learning engineer'],"['ANN', 'Feature Engineering', 'Machine Learning', 'Exploratory Data Analysis', 'RNN', 'Dimensionality Reduction', 'Python', 'Snowflake', 'Clustering', 'PyTorch', 'Tableau']"
"['machine learning engineer', 'ai researcher']","['Visualization', 'Data Cleaning', 'Feature Engineering', 'CNN', 'Tableau', 'Statistics', 'Dimensionality Reduction', 'ANN', 'PyTorch', 'NLP', 'Regression', 'Deep Learning', 'TensorFlow', 'Machine Learning', 'Big Data', 'SQL', 'Data Analysis', 'RNN']"
"['machine learning engineer', 'ai researcher']","['Python', 'Big Data', 'Tableau', 'Visualization', 'Feature Engineering', 'Clustering', 'Classification', 'CNN', 'Machine Learning', 'NLP', 'Snowflake', 'ANN', 'Regression', 'Predictive Modeling']"
['machine learning engineer'],"['Regression', 'Data Cleaning', 'CNN', 'Machine Learning', 'Classification', 'Statistics', 'Big Data', 'Exploratory Data Analysis', 'Feature Engineering', 'Python', 'SQL', 'Data Analysis', 'Clustering', 'ANN', 'NLP', 'RNN']"
['android developer'],"['Firebase', 'React Native', 'Performance Optimization', 'Notifications', 'Play Store Deployment', 'App Lifecycle', 'Fragments', 'UI Design', 'Retrofit', 'Android SDK', 'XML', 'Kotlin', 'REST APIs', 'Testing']"
"['mobile application developer', 'android developer']","['Version Control', 'Play Store Deployment', 'MVVM', 'Kotlin', 'React Native', 'Performance Optimization', 'XML', 'Testing', 'UI Design', 'REST APIs', 'Bug Fixing', 'Notifications', 'Firebase', 'Retrofit', 'Java', 'Android SDK']"
['ai researcher'],"['Big Data', 'SQL', 'Deep Learning', 'Clustering', 'TensorFlow', 'Python', 'Data Cleaning', 'NLP', 'Dimensionality Reduction', 'Regression', 'Visualization', 'Statistics', 'Classification']"
"['software engineer', 'devops engineer']","['Microservices', 'CI/CD', 'Golang', 'Programming', 'DevOps', 'Object-Oriented Design', 'Docker', 'Git', 'Algorithms', 'Databases', 'Code Review', 'System Design', 'ETL Pipelines']"
"['ai researcher', 'machine learning engineer']","['RNN', 'CNN', 'Visualization', 'Clustering', 'Python', 'PyTorch', 'Data Analysis', 'ANN', 'Feature Engineering', 'Machine Learning', 'Regression', 'Exploratory Data Analysis', 'Snowflake', 'Tableau', 'Classification', 'Predictive Modeling', 'Statistics']"
"['software engineer', 'devops engineer']","['Web Development', 'Object-Oriented Design', 'Data Structures', 'Git', 'Version Control', 'Programming', 'Docker', 'Testing', 'Infrastructure as Code', 'Deployment']"
